OrderNumber,Sales Channel,WarehouseCode,OrderDate,CurrencyCode,_SalesTeamID,_CustomerID,_StoreID,_ProductID,Order Quantity,Discount Applied,Unit Cost,Unit Price
SO - 0007368,Online,WARE-NBV1002,7/10/2020,USD,15,22,80,7,8,0.08,3183.84,5896
SO - 0007369,In-Store,WARE-PUJ1005,7/10/2020,USD,5,46,302,37,4,0.05,2372.81,5272.9
SO - 0007370,In-Store,WARE-NMK1003,8/10/2020,USD,3,28,114,34,5,0.2,2469.89,3859.2
SO - 0007371,Distributor,WARE-XYS1001,8/10/2020,USD,20,49,51,32,2,0.08,703.1,1326.6
SO - 0007372,Distributor,WARE-NBV1002,8/10/2020,USD,24,32,81,12,1,0.15,3528.35,5266.2
SO - 0007373,Distributor,WARE-MKL1006,8/10/2020,USD,24,3,354,10,7,0.08,4928.12,6009.9
SO - 0007374,In-Store,WARE-UHY1004,8/10/2020,USD,7,3,258,27,2,0.15,1110.79,1882.7
SO - 0007375,Distributor,WARE-PUJ1005,8/10/2020,USD,23,5,281,9,6,0.05,214.27,261.3
SO - 0007376,In-Store,WARE-NBV1002,8/10/2020,USD,5,39,65,42,4,0.05,1862.06,3879.3
SO - 0007377,Online,WARE-PUJ1005,8/10/2020,USD,14,21,299,4,5,0.08,436.84,1092.1
SO - 0007378,In-Store,WARE-NBV1002,8/10/2020,USD,3,45,79,37,4,0.2,1473.67,1775.5
SO - 0007379,Online,WARE-NMK1003,8/10/2020,USD,14,2,98,7,6,0.3,933.44,1728.6
SO - 0007380,Distributor,WARE-PUJ1005,9/10/2020,USD,22,39,293,17,6,0.08,600.59,1112.2
SO - 0007381,Distributor,WARE-PUJ1005,9/10/2020,USD,23,13,304,39,1,0.08,1631.72,1989.9
SO - 0007382,Distributor,WARE-PUJ1005,9/10/2020,USD,24,6,299,14,8,0.4,2316.46,3926.2
SO - 0007383,In-Store,WARE-PUJ1005,9/10/2020,USD,11,17,296,31,2,0.08,2234.45,3852.5
SO - 0007384,In-Store,WARE-NMK1003,9/10/2020,USD,1,17,149,45,8,0.4,619.75,837.5
SO - 0007385,Online,WARE-UHY1004,9/10/2020,USD,19,26,213,44,7,0.1,1748.9,2271.3
SO - 0007386,Online,WARE-XYS1001,9/10/2020,USD,14,39,26,31,6,0.1,137.08,207.7
SO - 0007387,Distributor,WARE-PUJ1005,9/10/2020,USD,23,14,274,40,8,0.15,731.64,938
SO - 0007388,Distributor,WARE-PUJ1005,10/10/2020,USD,22,43,263,39,2,0.05,1445.46,3142.3
SO - 0007389,In-Store,WARE-NMK1003,10/10/2020,USD,10,3,182,7,8,0.1,2016.3,2458.9
SO - 0007390,Wholesale,WARE-XYS1001,10/10/2020,USD,26,4,12,31,8,0.08,2718.32,3939.6
SO - 0007391,Online,WARE-MKL1006,10/10/2020,USD,13,46,363,7,1,0.08,1280.37,1829.1
SO - 0007392,In-Store,WARE-PUJ1005,10/10/2020,USD,8,29,312,15,5,0.4,742.9,964.8
SO - 0007393,Distributor,WARE-PUJ1005,10/10/2020,USD,25,15,286,41,5,0.08,704.77,1051.9
SO - 0007394,Online,WARE-NMK1003,10/10/2020,USD,12,27,143,8,2,0.15,149.54,207.7
SO - 0007395,Distributor,WARE-NMK1003,10/10/2020,USD,21,11,198,36,7,0.05,651.24,1085.4
SO - 0007396,In-Store,WARE-UHY1004,10/10/2020,USD,7,44,216,13,4,0.05,503.77,690.1
SO - 0007397,In-Store,WARE-UHY1004,10/10/2020,USD,1,3,234,38,1,0.08,1072.34,1949.7
SO - 0007398,In-Store,WARE-PUJ1005,10/10/2020,USD,12,29,310,9,7,0.05,127.84,241.2
SO - 0007399,Distributor,WARE-NMK1003,10/10/2020,USD,24,26,127,24,7,0.15,1499.46,2499.1
SO - 0007400,In-Store,WARE-MKL1006,10/10/2020,USD,2,2,332,40,6,0.1,2612.6,3899.4
SO - 0007401,In-Store,WARE-PUJ1005,10/10/2020,USD,5,28,263,38,2,0.08,874.75,1715.2
SO - 0007402,In-Store,WARE-PUJ1005,11/10/2020,USD,7,11,280,9,6,0.15,1095.85,2331.6
SO - 0007403,Distributor,WARE-NMK1003,11/10/2020,USD,25,13,138,37,7,0.05,485.88,991.6
SO - 0007404,Online,WARE-PUJ1005,11/10/2020,USD,19,4,265,21,3,0.05,3561.72,5936.2
SO - 0007405,Online,WARE-PUJ1005,11/10/2020,USD,17,45,299,2,6,0.15,623.77,891.1
SO - 0007406,Online,WARE-XYS1001,11/10/2020,USD,17,8,24,33,4,0.05,1008.02,1708.5
SO - 0007407,In-Store,WARE-MKL1006,11/10/2020,USD,5,46,342,40,4,0.05,963.59,1889.4
SO - 0007408,In-Store,WARE-MKL1006,11/10/2020,USD,1,44,341,40,2,0.1,2659.63,5540.9
SO - 0007409,In-Store,WARE-PUJ1005,12/10/2020,USD,2,21,306,20,5,0.05,2401.28,6003.2
SO - 0007410,Distributor,WARE-NMK1003,12/10/2020,USD,23,1,131,5,1,0.1,656.87,864.3
SO - 0007411,Wholesale,WARE-NMK1003,12/10/2020,USD,27,11,90,14,5,0.05,502.37,1092.1
SO - 0007587,In-Store,WARE-XYS1001,1/11/2020,USD,2,5,1,3,2,0.1,1363.38,2391.9
SO - 0007588,In-Store,WARE-NMK1003,1/11/2020,USD,9,42,128,41,8,0.15,743.7,991.6
SO - 0007589,Online,WARE-MKL1006,1/11/2020,USD,17,14,330,27,2,0.1,157.12,234.5
SO - 0007590,In-Store,WARE-NMK1003,1/11/2020,USD,12,24,159,11,4,0.08,1904.14,3886
SO - 0007591,Distributor,WARE-NMK1003,1/11/2020,USD,23,1,171,21,4,0.3,3619.81,5246.1
SO - 0007592,In-Store,WARE-PUJ1005,1/11/2020,USD,5,42,328,1,4,0.2,2185.21,3973.1
SO - 0007593,Distributor,WARE-PUJ1005,1/11/2020,USD,23,12,269,28,1,0.08,107.07,227.8
SO - 0007594,In-Store,WARE-PUJ1005,1/11/2020,USD,11,47,283,3,2,0.2,73.7,167.5
SO - 0007595,In-Store,WARE-NBV1002,1/11/2020,USD,3,36,65,17,7,0.2,662.7,1051.9
SO - 0007596,Wholesale,WARE-PUJ1005,1/11/2020,USD,28,35,311,5,3,0.15,1153.2,2217.7
SO - 0007597,Distributor,WARE-PUJ1005,1/11/2020,USD,22,2,316,2,8,0.08,951.13,1132.3
SO - 0007598,Online,WARE-UHY1004,1/11/2020,USD,16,34,247,43,3,0.05,477.58,1085.4
SO - 0007599,Online,WARE-PUJ1005,1/11/2020,USD,16,24,318,26,3,0.3,603.6,958.1
SO - 0007600,Online,WARE-PUJ1005,1/11/2020,USD,19,46,305,23,5,0.15,2409.99,3651.5
SO - 0007601,Online,WARE-MKL1006,2/11/2020,USD,13,11,359,7,1,0.2,1098.13,1996.6
SO - 0007602,Online,WARE-NMK1003,2/11/2020,USD,17,38,132,4,5,0.05,2033.58,3631.4
SO - 0007603,Online,WARE-MKL1006,2/11/2020,USD,19,26,346,43,4,0.08,5371.93,6472.2
SO - 0007604,In-Store,WARE-NMK1003,2/11/2020,USD,6,2,165,8,4,0.1,1573.76,1896.1
SO - 0007605,Distributor,WARE-PUJ1005,2/11/2020,USD,21,16,308,12,8,0.15,1193.27,1835.8
SO - 0007606,In-Store,WARE-PUJ1005,2/11/2020,USD,8,25,324,28,2,0.2,1626.22,3966.4
SO - 0007607,In-Store,WARE-NMK1003,3/11/2020,USD,7,30,113,6,6,0.05,1316.01,2860.9
SO - 0007608,Wholesale,WARE-PUJ1005,3/11/2020,USD,25,11,294,21,2,0.05,1606.39,1983.2
SO - 0007609,Online,WARE-UHY1004,3/11/2020,USD,16,41,258,33,1,0.4,622.77,1132.3
SO - 0007610,Online,WARE-PUJ1005,3/11/2020,USD,14,6,283,24,1,0.15,436.3,991.6
SO - 0007611,Wholesale,WARE-NMK1003,3/11/2020,USD,27,28,162,42,5,0.05,1026.44,2566.1
SO - 0007612,Wholesale,WARE-NMK1003,3/11/2020,USD,27,9,92,46,5,0.4,617.87,1165.8
SO - 0007613,Wholesale,WARE-XYS1001,3/11/2020,USD,28,32,18,45,4,0.2,152.76,268
SO - 0007614,Online,WARE-MKL1006,3/11/2020,USD,13,40,336,23,5,0.1,126.5,214.4
SO - 0007615,Online,WARE-PUJ1005,4/11/2020,USD,14,19,271,47,2,0.1,125.63,167.5
SO - 0007616,In-Store,WARE-NMK1003,4/11/2020,USD,12,18,161,40,2,0.1,455.6,1139
SO - 0007617,Wholesale,WARE-NMK1003,4/11/2020,USD,26,27,187,47,2,0.08,1435.94,2519.2
SO - 0007618,In-Store,WARE-UHY1004,4/11/2020,USD,4,50,260,29,8,0.15,1167.41,2653.2
SO - 0007619,In-Store,WARE-XYS1001,4/11/2020,USD,7,15,26,45,3,0.08,142.38,167.5
SO - 0007620,In-Store,WARE-NMK1003,4/11/2020,USD,1,13,202,5,8,0.05,1629.37,1963.1
SO - 0007621,Distributor,WARE-XYS1001,4/11/2020,USD,21,4,35,47,2,0.1,74.91,174.2
SO - 0007622,Wholesale,WARE-NMK1003,5/11/2020,USD,27,45,162,25,1,0.15,2909.68,3463.9
SO - 0007623,In-Store,WARE-UHY1004,5/11/2020,USD,7,18,231,35,4,0.05,3165.21,4006.6
SO - 0007624,Distributor,WARE-PUJ1005,5/11/2020,USD,23,6,304,22,3,0.08,1742.27,3959.7
SO - 0007625,In-Store,WARE-UHY1004,5/11/2020,USD,9,31,234,7,8,0.08,1221.01,1822.4
SO - 0007626,Distributor,WARE-MKL1006,5/11/2020,USD,22,8,347,33,7,0.08,1525.59,2311.5
SO - 0007627,In-Store,WARE-MKL1006,5/11/2020,USD,8,3,366,35,7,0.1,623.77,891.1
SO - 0007628,In-Store,WARE-NMK1003,5/11/2020,USD,12,38,126,11,4,0.05,97.62,207.7
SO - 0007629,In-Store,WARE-NMK1003,5/11/2020,USD,12,36,177,39,3,0.05,678.24,1279.7
SO - 0007630,In-Store,WARE-NMK1003,5/11/2020,USD,1,2,173,47,8,0.15,100.23,227.8
SO - 0007631,In-Store,WARE-NMK1003,6/11/2020,USD,9,14,174,5,3,0.05,661.96,1018.4
SO - 0007632,In-Store,WARE-XYS1001,6/11/2020,USD,4,41,3,25,3,0.08,1851.61,3939.6
SO - 0007633,Wholesale,WARE-NMK1003,6/11/2020,USD,27,30,171,47,7,0.05,572.85,1005
SO - 0007634,In-Store,WARE-PUJ1005,6/11/2020,USD,8,26,309,27,8,0.05,835.76,1085.4
SO - 0007635,In-Store,WARE-UHY1004,6/11/2020,USD,1,29,241,12,8,0.15,2749.55,3872.6
SO - 0007636,Wholesale,WARE-PUJ1005,6/11/2020,USD,26,50,308,33,6,0.08,2283.76,4006.6
SO - 0007637,In-Store,WARE-XYS1001,6/11/2020,USD,3,7,36,42,8,0.05,126.63,234.5
SO - 0007638,Distributor,WARE-PUJ1005,7/11/2020,USD,22,47,306,42,5,0.05,701.16,1078.7
SO - 0007639,Distributor,WARE-NMK1003,7/11/2020,USD,24,26,99,27,4,0.08,1288.21,2525.9
SO - 0007640,Online,WARE-NMK1003,7/11/2020,USD,16,42,174,5,2,0.1,1645.79,2385.2
SO - 0007641,In-Store,WARE-XYS1001,7/11/2020,USD,1,40,8,37,4,0.08,168.84,201
SO - 0007642,Online,WARE-PUJ1005,7/11/2020,USD,18,34,304,4,4,0.3,704.77,1051.9
SO - 0007643,Wholesale,WARE-NMK1003,8/11/2020,USD,28,25,88,25,2,0.08,446.49,911.2
SO - 0007644,Online,WARE-MKL1006,8/11/2020,USD,16,28,345,46,8,0.1,1206.6,1748.7
SO - 0007645,In-Store,WARE-PUJ1005,8/11/2020,USD,6,49,264,14,3,0.05,764.27,1252.9
SO - 0007646,Distributor,WARE-UHY1004,8/11/2020,USD,21,12,254,24,5,0.4,2914.5,3886
SO - 0007647,Distributor,WARE-XYS1001,8/11/2020,USD,23,29,12,39,6,0.15,827.32,984.9
SO - 0007648,Online,WARE-UHY1004,8/11/2020,USD,20,9,245,32,4,0.05,846.08,1098.8
SO - 0007649,In-Store,WARE-NMK1003,8/11/2020,USD,3,36,170,28,7,0.15,928.49,1132.3
SO - 0007650,Online,WARE-MKL1006,8/11/2020,USD,14,24,337,27,5,0.1,3824.76,5239.4
SO - 0007651,Online,WARE-NBV1002,9/11/2020,USD,18,40,80,1,7,0.2,108.81,194.3
SO - 0007652,In-Store,WARE-PUJ1005,9/11/2020,USD,7,47,278,8,3,0.1,1229.72,2673.3
SO - 0007653,Online,WARE-NMK1003,9/11/2020,USD,20,18,190,8,4,0.1,665.98,938
SO - 0007654,In-Store,WARE-XYS1001,9/11/2020,USD,9,5,11,40,2,0.3,1668.03,2606.3
SO - 0007655,Online,WARE-NMK1003,9/11/2020,USD,14,30,111,10,7,0.05,871.34,1025.1
SO - 0007656,In-Store,WARE-NMK1003,9/11/2020,USD,6,45,181,31,8,0.05,143.78,247.9
SO - 0007657,Distributor,WARE-UHY1004,9/11/2020,USD,21,36,218,35,8,0.1,1341.34,1916.2
SO - 0007658,Online,WARE-NBV1002,9/11/2020,USD,19,23,75,19,4,0.05,1084.8,1721.9
SO - 0007659,In-Store,WARE-PUJ1005,9/11/2020,USD,6,22,299,6,8,0.15,726.95,1038.5
SO - 0007660,Wholesale,WARE-XYS1001,10/11/2020,USD,28,46,39,27,4,0.05,2103.26,2921.2
SO - 0007661,Distributor,WARE-UHY1004,10/11/2020,USD,24,21,204,13,8,0.08,4226.63,5031.7
SO - 0007662,In-Store,WARE-NBV1002,10/11/2020,USD,8,28,63,13,6,0.05,2083.97,3859.2
SO - 0007663,Wholesale,WARE-UHY1004,10/11/2020,USD,27,43,229,16,4,0.2,515.63,991.6
SO - 0007664,In-Store,WARE-PUJ1005,10/11/2020,USD,6,32,293,36,1,0.05,361.8,904.5
SO - 0007665,In-Store,WARE-NMK1003,10/11/2020,USD,1,19,133,23,6,0.05,5028.35,6365
SO - 0007666,Online,WARE-NMK1003,10/11/2020,USD,16,17,130,20,6,0.4,606.22,1165.8
SO - 0007667,Distributor,WARE-NMK1003,10/11/2020,USD,23,33,193,35,5,0.05,2598.26,3711.8
SO - 0007668,Online,WARE-MKL1006,11/11/2020,USD,19,4,367,1,6,0.05,2138.24,3959.7
SO - 0007669,Online,WARE-NMK1003,11/11/2020,USD,16,40,104,19,7,0.15,815.12,1031.8
SO - 0007670,In-Store,WARE-NMK1003,11/11/2020,USD,9,8,94,38,8,0.2,5219.3,6365
SO - 0007671,Online,WARE-XYS1001,11/11/2020,USD,19,16,24,22,5,0.05,1023.76,2559.4
SO - 0007672,Distributor,WARE-PUJ1005,11/11/2020,USD,24,6,327,32,5,0.08,4387.43,6452.1
SO - 0007673,Wholesale,WARE-NMK1003,11/11/2020,USD,25,3,127,16,6,0.08,111.56,247.9
SO - 0007674,Distributor,WARE-XYS1001,11/11/2020,USD,21,28,41,27,6,0.08,1382.88,1728.6
SO - 0007675,In-Store,WARE-UHY1004,12/11/2020,USD,10,34,225,33,2,0.1,600.12,1132.3
SO - 0007676,In-Store,WARE-NBV1002,12/11/2020,USD,12,21,59,29,3,0.05,2608.98,3953
SO - 0007677,Wholesale,WARE-XYS1001,12/11/2020,USD,28,10,16,45,5,0.08,419.29,998.3
SO - 0007678,Online,WARE-PUJ1005,12/11/2020,USD,15,18,279,38,7,0.05,857.6,1072
SO - 0007679,Wholesale,WARE-UHY1004,12/11/2020,USD,27,50,258,4,7,0.08,2322.09,5400.2
SO - 0007680,Wholesale,WARE-XYS1001,12/11/2020,USD,26,30,10,21,8,0.05,754.82,1755.4
SO - 0007681,Distributor,WARE-NMK1003,12/11/2020,USD,23,19,101,32,8,0.2,1278.63,2458.9
SO - 0007682,Online,WARE-PUJ1005,12/11/2020,USD,12,39,295,11,8,0.15,887.62,1849.2
SO - 0007683,Online,WARE-UHY1004,12/11/2020,USD,17,3,221,11,3,0.2,1063.42,1715.2
SO - 0007684,In-Store,WARE-NMK1003,12/11/2020,USD,3,33,186,47,1,0.05,526.08,1011.7
SO - 0007685,Wholesale,WARE-UHY1004,12/11/2020,USD,28,40,209,18,8,0.05,798.24,1078.7
SO - 0007849,In-Store,WARE-NMK1003,1/12/2020,USD,4,19,91,15,8,0.08,1877.88,3832.4
SO - 0007850,Online,WARE-NMK1003,1/12/2020,USD,16,12,111,44,3,0.1,1405.93,2304.8
SO - 0007851,In-Store,WARE-NMK1003,1/12/2020,USD,3,36,127,33,6,0.08,799.58,1025.1
SO - 0007852,In-Store,WARE-XYS1001,1/12/2020,USD,5,3,14,11,1,0.05,1604.25,1956.4
SO - 0007853,Online,WARE-NBV1002,2/12/2020,USD,13,49,64,11,3,0.2,448.1,1018.4
SO - 0007854,Wholesale,WARE-XYS1001,2/12/2020,USD,27,41,21,28,1,0.05,1900.46,3115.5
SO - 0007855,In-Store,WARE-PUJ1005,2/12/2020,USD,8,9,268,35,4,0.08,421.56,958.1
SO - 0007856,In-Store,WARE-NBV1002,2/12/2020,USD,4,21,73,17,7,0.2,660.29,904.5
SO - 0007857,Online,WARE-XYS1001,2/12/2020,USD,15,2,7,17,4,0.08,1106.37,2257.9
SO - 0007858,Wholesale,WARE-PUJ1005,2/12/2020,USD,27,26,301,46,8,0.08,867.65,1172.5
SO - 0007859,Online,WARE-PUJ1005,2/12/2020,USD,17,34,304,34,2,0.08,2865.46,3979.8
SO - 0007860,In-Store,WARE-MKL1006,2/12/2020,USD,4,21,366,15,3,0.08,854.25,1139
SO - 0007861,Online,WARE-UHY1004,2/12/2020,USD,18,33,217,39,5,0.08,1747.49,2532.6
SO - 0007862,Online,WARE-NMK1003,2/12/2020,USD,14,46,166,30,8,0.1,329.64,804
SO - 0007863,Distributor,WARE-XYS1001,2/12/2020,USD,24,50,41,35,7,0.08,1065.57,1902.8
SO - 0007864,In-Store,WARE-PUJ1005,2/12/2020,USD,3,5,310,25,2,0.08,2464.06,3571.1
SO - 0007865,Wholesale,WARE-NBV1002,3/12/2020,USD,26,45,81,38,5,0.1,2373.41,2894.4
SO - 0007866,Online,WARE-NMK1003,3/12/2020,USD,14,29,110,10,6,0.05,3114.7,3993.2
SO - 0007867,Online,WARE-UHY1004,3/12/2020,USD,13,3,228,34,3,0.08,884.4,1768.8
SO - 0007868,Distributor,WARE-NMK1003,3/12/2020,USD,21,50,153,30,5,0.08,433.96,850.9
SO - 0007869,Distributor,WARE-NMK1003,3/12/2020,USD,24,11,162,26,2,0.1,2379.04,3604.6
SO - 0007870,In-Store,WARE-XYS1001,4/12/2020,USD,7,50,23,44,3,0.05,123.01,180.9
SO - 0007871,Wholesale,WARE-NMK1003,4/12/2020,USD,25,46,114,38,6,0.2,846.88,1058.6
SO - 0007872,Online,WARE-UHY1004,4/12/2020,USD,19,16,246,39,2,0.08,3849.82,5922.8
SO - 0007873,Online,WARE-MKL1006,5/12/2020,USD,17,48,351,42,8,0.3,1718.68,3906.1
SO - 0007874,Distributor,WARE-MKL1006,5/12/2020,USD,21,48,347,23,8,0.05,718.24,1795.6
SO - 0007875,In-Store,WARE-UHY1004,5/12/2020,USD,12,43,228,38,1,0.08,939.07,1956.4
SO - 0007876,In-Store,WARE-XYS1001,5/12/2020,USD,7,19,37,10,5,0.1,1620.06,2613
SO - 0007877,Distributor,WARE-PUJ1005,5/12/2020,USD,24,11,306,36,5,0.05,999.64,2499.1
SO - 0007878,Online,WARE-XYS1001,5/12/2020,USD,15,45,21,47,5,0.4,3211.98,5353.3
SO - 0007879,Distributor,WARE-NMK1003,5/12/2020,USD,24,50,111,47,5,0.05,2759.93,3999.9
SO - 0007880,Wholesale,WARE-NMK1003,5/12/2020,USD,27,13,97,26,2,0.1,1839.95,3999.9
SO - 0007881,Distributor,WARE-MKL1006,5/12/2020,USD,23,48,355,9,6,0.05,104.92,194.3
SO - 0007882,Online,WARE-XYS1001,5/12/2020,USD,13,43,12,26,3,0.1,791.61,931.3
SO - 0007883,Distributor,WARE-NMK1003,5/12/2020,USD,23,44,183,5,8,0.08,3020.63,3872.6
SO - 0007884,In-Store,WARE-NMK1003,6/12/2020,USD,3,30,200,11,6,0.05,3123.14,6123.8
SO - 0007885,Online,WARE-PUJ1005,6/12/2020,USD,15,13,282,18,2,0.08,1745.22,3966.4
SO - 0007886,In-Store,WARE-MKL1006,6/12/2020,USD,2,18,346,27,2,0.15,136.68,227.8
SO - 0007887,In-Store,WARE-XYS1001,6/12/2020,USD,1,24,26,28,5,0.3,2062.53,3966.4
SO - 0007888,Online,WARE-NBV1002,6/12/2020,USD,15,39,61,20,3,0.08,5204.49,6425.3
SO - 0007889,In-Store,WARE-XYS1001,6/12/2020,USD,8,47,49,5,7,0.2,3081.6,5051.8
SO - 0007890,Wholesale,WARE-NMK1003,6/12/2020,USD,27,36,154,35,2,0.05,866.71,1313.2
SO - 0007891,In-Store,WARE-NBV1002,6/12/2020,USD,1,19,67,8,2,0.15,506.52,904.5
SO - 0007892,Online,WARE-NMK1003,6/12/2020,USD,19,20,168,26,1,0.05,1671.58,2740.3
SO - 0007893,Online,WARE-UHY1004,7/12/2020,USD,14,21,232,19,8,0.4,1373.03,1989.9
SO - 0007894,Online,WARE-XYS1001,7/12/2020,USD,14,29,20,7,2,0.15,866.71,1125.6
SO - 0007895,In-Store,WARE-XYS1001,7/12/2020,USD,2,12,44,27,8,0.15,2499.77,3571.1
SO - 0007896,Wholesale,WARE-NMK1003,7/12/2020,USD,28,40,135,1,8,0.08,1716,2257.9
SO - 0007897,Online,WARE-MKL1006,7/12/2020,USD,19,35,359,17,4,0.08,1230.79,2237.8
SO - 0007898,Distributor,WARE-XYS1001,7/12/2020,USD,22,32,14,19,4,0.05,104.52,261.3
SO - 0007899,In-Store,WARE-NMK1003,7/12/2020,USD,3,23,138,24,7,0.08,3532.37,6090.3
SO - 0007900,Online,WARE-NMK1003,7/12/2020,USD,14,48,88,7,5,0.1,1557.08,2224.4
SO - 0007901,Online,WARE-UHY1004,8/12/2020,USD,18,40,260,18,3,0.05,1414.1,2318.2
SO - 0007902,Distributor,WARE-XYS1001,8/12/2020,USD,23,37,19,23,7,0.1,3444.81,5299.7
SO - 0007903,In-Store,WARE-MKL1006,8/12/2020,USD,11,12,356,3,8,0.2,1474,2680
SO - 0007904,Online,WARE-PUJ1005,8/12/2020,USD,15,38,299,16,3,0.05,123.82,187.6
SO - 0007905,In-Store,WARE-NBV1002,8/12/2020,USD,3,14,59,23,8,0.05,1418.26,1688.4
SO - 0007906,In-Store,WARE-NMK1003,8/12/2020,USD,2,50,147,17,5,0.15,4405.65,6478.9
SO - 0007907,In-Store,WARE-XYS1001,8/12/2020,USD,1,33,13,4,6,0.08,2204.1,3289.7
SO - 0007908,Wholesale,WARE-NMK1003,8/12/2020,USD,25,11,186,28,5,0.08,174.2,268
SO - 0007909,Online,WARE-UHY1004,8/12/2020,USD,13,3,244,47,7,0.05,176.55,207.7
SO - 0007910,Wholesale,WARE-NMK1003,9/12/2020,USD,27,22,155,8,5,0.05,541.36,676.7
SO - 0007911,Distributor,WARE-UHY1004,9/12/2020,USD,23,9,238,46,8,0.2,2719.66,6324.8
SO - 0007912,In-Store,WARE-MKL1006,9/12/2020,USD,6,12,333,10,6,0.05,1441.44,2324.9
SO - 0007913,Online,WARE-MKL1006,9/12/2020,USD,18,26,363,18,7,0.08,1937.44,3798.9
SO - 0007914,In-Store,WARE-XYS1001,9/12/2020,USD,3,39,37,23,4,0.05,854.25,1708.5
SO - 0007915,Online,WARE-PUJ1005,9/12/2020,USD,13,18,328,38,4,0.2,872.34,1038.5
SO - 0007917,Online,WARE-XYS1001,9/12/2020,USD,19,41,23,22,7,0.08,2807.57,3899.4
SO - 0007918,In-Store,WARE-MKL1006,9/12/2020,USD,6,14,360,46,4,0.08,831,1051.9
SO - 0007919,Wholesale,WARE-NBV1002,9/12/2020,USD,27,41,77,19,8,0.05,145.12,254.6
SO - 0007920,Distributor,WARE-MKL1006,9/12/2020,USD,21,18,366,45,1,0.1,1640.16,2412
SO - 0007921,Distributor,WARE-MKL1006,9/12/2020,USD,23,24,332,35,6,0.08,3509.06,6050.1
SO - 0007922,Distributor,WARE-NMK1003,9/12/2020,USD,23,12,111,7,1,0.1,744.3,1078.7
SO - 0007923,In-Store,WARE-MKL1006,10/12/2020,USD,4,19,348,2,5,0.08,679.58,1078.7
SO - 0007924,Online,WARE-MKL1006,10/12/2020,USD,15,39,346,39,8,0.05,217.08,268
SO - 0007925,Online,WARE-PUJ1005,10/12/2020,USD,20,12,313,5,4,0.2,1760.09,2479
SO - 0007926,Distributor,WARE-NMK1003,10/12/2020,USD,21,14,139,23,6,0.15,164.02,227.8
SO - 0007927,Online,WARE-NBV1002,10/12/2020,USD,20,29,79,4,6,0.2,5108.08,6385.1
SO - 0007928,Distributor,WARE-PUJ1005,11/12/2020,USD,22,19,327,33,4,0.4,2280.88,3865.9
SO - 0007929,In-Store,WARE-MKL1006,11/12/2020,USD,3,3,364,29,4,0.05,2363.76,3752
SO - 0007930,In-Store,WARE-NMK1003,11/12/2020,USD,8,15,93,35,3,0.1,512.15,1045.2
SO - 0007931,In-Store,WARE-MKL1006,12/12/2020,USD,9,19,350,5,8,0.1,694.52,951.4
SO - 0007932,Distributor,WARE-PUJ1005,12/12/2020,USD,20,32,310,25,6,0.15,219.76,268
SO - 0007933,In-Store,WARE-PUJ1005,12/12/2020,USD,7,25,322,37,1,0.05,1058.33,2405.3
SO - 0007934,In-Store,WARE-UHY1004,12/12/2020,USD,4,19,214,26,6,0.05,614.79,991.6
SO - 0007935,Wholesale,WARE-NMK1003,12/12/2020,USD,26,3,92,2,1,0.15,1688.4,2010
SO - 0007936,Online,WARE-NMK1003,12/12/2020,USD,15,2,125,47,1,0.08,524.61,971.5
